TCP_ID,START_DATE,END_DATE,FACTOR,FACTOR_FOR
TCP_ADANIENT,23-03-2020,01-07-2021,0.998912055,EQ
TCP_ADANIENT,23-03-2020,01-07-2021,1,FO
TCP_ADANIENT,01-07-2021,14-07-2022,0.999575101,EQ
TCP_ADANIENT,01-07-2021,14-07-2022,1,FO
TCP_ADANIENT,14-07-2022,01-01-2095,1,EQ
TCP_ADANIENT,14-07-2022,01-01-2095,1,FO
TCP_ADANIGAS,31-12-2010,26-07-2019,0.995474657,EQ
TCP_ADANIGAS,31-12-2010,26-07-2019,1,FO
TCP_ADANIGAS,26-07-2019,26-03-2020,0.997029115,EQ
TCP_ADANIGAS,26-07-2019,26-03-2020,1,FO
TCP_ADANIGAS,26-03-2020,01-01-2095,1,EQ
TCP_ADANIGAS,26-03-2020,01-01-2095,1,FO
TCP_ADANIPORTS,31-12-2010,13-02-2012,0.941146461,EQ
TCP_ADANIPORTS,31-12-2010,13-02-2012,1,FO
TCP_ADANIPORTS,13-02-2012,30-07-2012,0.943126432,EQ
TCP_ADANIPORTS,13-02-2012,30-07-2012,1,FO
TCP_ADANIPORTS,30-07-2012,30-07-2013,0.9489482,EQ
TCP_ADANIPORTS,30-07-2012,30-07-2013,1,FO
TCP_ADANIPORTS,30-07-2013,31-07-2014,0.955802286,EQ
TCP_ADANIPORTS,30-07-2013,31-07-2014,1,FO
TCP_ADANIPORTS,31-07-2014,22-05-2015,0.959441359,EQ
TCP_ADANIPORTS,31-07-2014,22-05-2015,1,FO
TCP_ADANIPORTS,22-05-2015,22-03-2016,0.962480188,EQ
TCP_ADANIPORTS,22-05-2015,22-03-2016,1,FO
TCP_ADANIPORTS,22-03-2016,31-07-2017,0.966841581,EQ
TCP_ADANIPORTS,22-03-2016,31-07-2017,1,FO
TCP_ADANIPORTS,31-07-2017,26-07-2018,0.970028028,EQ
TCP_ADANIPORTS,31-07-2017,26-07-2018,1,FO
TCP_ADANIPORTS,26-07-2018,26-07-2019,0.974917899,EQ
TCP_ADANIPORTS,26-07-2018,26-07-2019,1,FO
TCP_ADANIPORTS,26-07-2019,16-03-2020,0.975430811,EQ
TCP_ADANIPORTS,26-07-2019,16-03-2020,1,FO
TCP_ADANIPORTS,16-03-2020,24-06-2021,0.986210913,EQ
TCP_ADANIPORTS,16-03-2020,24-06-2021,1,FO
TCP_ADANIPORTS,24-06-2021,14-07-2022,0.993120055,EQ
TCP_ADANIPORTS,24-06-2021,14-07-2022,1,FO
TCP_ADANIPORTS,14-07-2022,01-01-2095,1,EQ
TCP_ADANIPORTS,14-07-2022,01-01-2095,1,FO
TCP_ADFFOODS,31-12-2010,26-07-2012,0.87430569,EQ
TCP_ADFFOODS,31-12-2010,26-07-2012,1,FO
TCP_ADFFOODS,26-07-2012,18-07-2013,0.903002814,EQ
TCP_ADFFOODS,26-07-2012,18-07-2013,1,FO
TCP_ADFFOODS,18-07-2013,11-09-2014,0.932131937,EQ
TCP_ADFFOODS,18-07-2013,11-09-2014,1,FO
TCP_ADFFOODS,11-09-2014,21-09-2015,0.952206566,EQ
TCP_ADFFOODS,11-09-2014,21-09-2015,1,FO
TCP_ADFFOODS,21-09-2015,14-08-2017,0.970184034,EQ
TCP_ADFFOODS,21-09-2015,14-08-2017,1,FO
TCP_ADFFOODS,14-08-2017,20-11-2019,0.981494177,EQ
TCP_ADFFOODS,14-08-2017,20-11-2019,1,FO
TCP_ADFFOODS,20-11-2019,17-02-2020,0.986423831,EQ
TCP_ADFFOODS,20-11-2019,17-02-2020,1,FO
TCP_ADFFOODS,17-02-2020,16-09-2021,0.991385721,EQ
TCP_ADFFOODS,17-02-2020,16-09-2021,1,FO
TCP_ADFFOODS,16-09-2021,04-08-2022,0.994511149,EQ
TCP_ADFFOODS,16-09-2021,04-08-2022,1,FO
TCP_ADFFOODS,04-08-2022,01-01-2095,1,EQ
TCP_ADFFOODS,04-08-2022,01-01-2095,1,FO
TCP_ADORWELD,31-12-2010,14-07-2011,1,FO
